Year,Тип закладу освіти,Область,Value
2022,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Автономна Республіка Крим,
2022,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Вінницька,75.51
2022,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Волинська,85.84
2022,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Дніпропетровська,80.17
2022,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Донецька,78.86
2022,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Житомирська,65.94
2022,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Закарпатська,69.23
2022,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Запорізька,63.23
2022,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Івано-Франківська,72.06
2022,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Київська,88.46
2022,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Кіровоградська,78.69
2022,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Луганська,0.0
2022,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Львівська,79.66
2022,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Миколаївська,62.87
2022,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Одеська,83.81
2022,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Полтавська,78.52
2022,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Рівненська,92.55
2022,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Сумська,91.51
2022,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Тернопільська,86.82
2022,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Харківська,71.11
2022,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Херсонська,0.6
2022,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Хмельницька,76.29
2022,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Черкаська,86.53
2022,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Чернівецька,97.68
2022,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Чернігівська,75.12
2022,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,м. Київ,86.18
2022,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,м. Севастополь,
2023,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Україна,80.01
2023,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Автономна Республіка Крим,
2023,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Вінницька,77.51
2023,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Волинська,89.51
2023,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Дніпропетровська,80.07
2023,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Донецька,87.64
2023,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Житомирська,68.88
2023,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Закарпатська,72.0
2023,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Запорізька,46.8
2023,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Івано-Франківська,75.54
2023,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Київська,90.68
2023,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Кіровоградська,84.81
2023,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Луганська,0.0
2023,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Львівська,81.45
2023,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Миколаївська,68.91
2023,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Одеська,86.03
2023,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Полтавська,83.83
2023,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Рівненська,92.24
2023,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Сумська,90.03
2023,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Тернопільська,88.25
2023,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Харківська,71.0
2023,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Херсонська,21.39
2023,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Хмельницька,80.79
2023,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Черкаська,93.0
2023,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Чернівецька,98.82
2023,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Чернігівська,80.66
2023,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,м. Київ,87.78
2023,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,м. Севастополь,
2024,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Україна,80.45
2024,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Автономна Республіка Крим,
2024,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Вінницька,81.73
2024,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Волинська,87.26
2024,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Дніпропетровська,82.22
2024,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Донецька,89.88
2024,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Житомирська,70.25
2024,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Закарпатська,71.73
2024,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Запорізька,42.33
2024,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Івано-Франківська,73.09
2024,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Київська,90.16
2024,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Кіровоградська,84.56
2024,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Луганська,1.2
2024,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Львівська,80.89
2024,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Миколаївська,71.88
2024,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Одеська,88.31
2024,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Полтавська,85.0
2024,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Рівненська,92.74
2024,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Сумська,86.56
2024,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Тернопільська,87.73
2024,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Харківська,70.58
2024,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Херсонська,21.26
2024,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Хмельницька,81.68
2024,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Черкаська,95.61
2024,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Чернівецька,97.91
2024,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Чернігівська,84.04
2024,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,м. Київ,87.87
2024,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,м. Севастополь,
2025,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Україна,81.03
2025,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Автономна Республіка Крим,
2025,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Вінницька,83.0
2025,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Волинська,87.94
2025,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Дніпропетровська,78.18
2025,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Донецька,89.77
2025,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Житомирська,69.51
2025,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Закарпатська,73.81
2025,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Запорізька,46.67
2025,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Івано-Франківська,76.1
2025,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Київська,91.99
2025,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Кіровоградська,81.88
2025,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Луганська,0.0
2025,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Львівська,79.6
2025,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Миколаївська,75.57
2025,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Одеська,87.87
2025,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Полтавська,88.21
2025,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Рівненська,93.75
2025,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Сумська,86.01
2025,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Тернопільська,86.46
2025,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Харківська,72.87
2025,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Херсонська,19.88
2025,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Хмельницька,81.61
2025,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Черкаська,95.66
2025,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Чернівецька,98.49
2025,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,Чернігівська,88.58
2025,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,м. Київ,86.6
2025,заклади загальної середньої освіти з широкосмуговим проводовим швидкісним (більше 30 Мбіт/с) доступом до мережі Інтернет,м. Севастополь,
2015,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Україна,
2015,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Автономна Республіка Крим,
2015,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Вінницька,
2015,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Волинська,
2015,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Дніпропетровська,
2015,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Донецька,
2015,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Житомирська,
2015,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Закарпатська,
2015,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Запорізька,
2015,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Івано-Франківська,
2015,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Київська,
2015,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Кіровоградська,
2015,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Луганська,
2015,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Львівська,
2015,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Миколаївська,
2015,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Одеська,
2015,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Полтавська,
2015,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Рівненська,
2015,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Сумська,
2015,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Тернопільська,
2015,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Харківська,
2015,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Херсонська,
2015,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Хмельницька,
2015,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Черкаська,
2015,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Чернівецька,
2015,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Чернігівська,
2015,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,м. Київ,
2015,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,м. Севастополь,
2016,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Україна,
2016,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Автономна Республіка Крим,
2016,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Вінницька,
2016,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Волинська,
2016,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Дніпропетровська,
2016,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Донецька,
2016,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Житомирська,
2016,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Закарпатська,
2016,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Запорізька,
2016,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Івано-Франківська,
2016,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Київська,
2016,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Кіровоградська,
2016,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Луганська,
2016,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Львівська,
2016,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Миколаївська,
2016,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Одеська,
2016,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Полтавська,
2016,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Рівненська,
2016,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Сумська,
2016,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Тернопільська,
2016,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Харківська,
2016,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Херсонська,
2016,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Хмельницька,
2016,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Черкаська,
2016,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Чернівецька,
2016,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Чернігівська,
2016,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,м. Київ,
2016,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,м. Севастополь,
2017,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Україна,
2017,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Автономна Республіка Крим,
2017,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Вінницька,
2017,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Волинська,
2017,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Дніпропетровська,
2017,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Донецька,
2017,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Житомирська,
2017,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Закарпатська,
2017,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Запорізька,
2017,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Івано-Франківська,
2017,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Київська,
2017,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Кіровоградська,
2017,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Луганська,
2017,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Львівська,
2017,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Миколаївська,
2017,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Одеська,
2017,заклади загальної середньої освіти зі швидкісним (більше 30 Мбіт/с) безпроводовим доступом до мережі Інтернет,Полтавська,
