Year,Type of economic activity,Organisation and legal forms,Region,Value
2018,A265,,,
2018,A266,,,
2018,A267,,,
2018,A268,,,
2018,A269,,,
2018,A270,,,
2018,A271,,,
2018,A272,,,
2018,A273,,,
2018,A274,,,
2018,A275,,,
2018,A276,,,
2018,A277,,,
2018,A278,,,
2018,A279,,,
2018,A280,,,
2018,A281,,,
2018,A282,,,
2018,A283,,,
2018,A284,,,
2018,A285,,,
2018,A286,,,
2018,A287,,,
2018,A288,,,
2018,A289,,,
2018,A290,,,
2018,A291,,,
2018,A292,,,
2018,A293,,,
2018,A294,,,
2018,A295,,,
2018,A296,,,
2018,A297,,,
2018,A298,,,
2018,A299,,,
2018,A300,,,
2018,A301,,,
2018,A302,,,
2018,A303,,,
2018,A304,,,
2018,A305,,,
2018,A306,,,
2018,A307,,,
2018,A308,,,
2018,A309,,,
2018,A310,,,
2018,A311,,,
2018,A312,,,
2018,A313,,,
2018,A314,,,
2018,A315,,,
2018,A316,,,
2018,A317,,,
2018,A318,,,
2018,A319,,,
2018,A320,,,
2018,A321,,,
2018,A322,,,
2018,A323,,,
2018,A324,,,
2018,A325,,,
2018,A326,,,
2018,A327,,,
2018,A328,,,
2018,A329,,,
2018,A330,,,
2018,A331,,,
2018,A332,,,
2018,A333,,,
2018,A334,,,
2018,A335,,,
2018,A336,,,
2018,A337,,,
2018,A338,,,
2018,A339,,,
2018,A340,,,
2018,A341,,,
2018,A342,,,
2018,A343,,,
2018,A344,,,
2018,A345,,,
2018,A346,,,
2018,A347,,,
2018,A348,,,
2018,A349,,,
2018,A350,,,
2018,A351,,,
2018,A352,,,
2018,A353,,,
2018,A354,,,
2018,A355,,,
2018,A356,,,
2018,A357,,,
2018,A358,,,
2018,A359,,,
2018,A360,,,
2018,A361,,,
2018,A362,,,
2018,A363,,,
2018,A364,,,
2018,A365,,,
2018,A366,,,
2018,A367,,,
2018,A368,,,
2018,A369,,,
2018,A370,,,
2018,A371,,,
2018,A372,,,
2018,A373,,,
2018,A374,,,
2018,A375,,,
2018,A376,,,
2018,A377,,,
2018,A378,,,
2018,A379,,,
2018,A380,,,
2018,A381,,,
2018,A382,,,
2018,A383,,,
2018,A384,,,
2018,A385,,,
2018,A386,,,
2018,A387,,,
2018,A388,,,
2018,A389,,,
2018,A390,,,
2018,A391,,,
2018,A392,,,
2018,A393,,,
2018,A394,,,
2018,A395,,,
2018,A396,,,
2018,A397,,,
2018,A398,,,
2018,A399,,,
2018,A400,,,
2018,A401,,,
2018,A402,,,
2018,A403,,,
2018,A404,,,
2018,A405,,,
2018,A406,,,
2018,A407,,,
2018,A408,,,
2018,A409,,,
2018,A410,,,
2018,A411,,,
2018,A412,,,
2018,A413,,,
2018,A414,,,
2018,A415,,,
2018,A416,,,
2018,A417,,,
2018,A418,,,
2018,A419,,,
2018,A420,,,
2018,A421,,,
2018,A422,,,
2018,A423,,,
2018,A424,,,
2018,A425,,,
2018,A426,,,
2018,A427,,,
2018,A428,,,
2018,A429,,,
2018,A430,,,
2018,A431,,,
2018,A432,,,
2018,A433,,,
2018,A434,,,
2018,A435,,,
2018,A436,,,
2018,A437,,,
2018,A438,,,
2018,A439,,,
2018,A440,,,
2018,A441,,,
2018,A442,,,
2018,A443,,,
2018,A444,,,
2018,A445,,,
2018,A446,,,
2018,A447,,,
2018,A448,,,
2018,A449,,,
2018,A450,,,
2018,A451,,,
2018,A452,,,
2018,A453,,,
2018,A454,,,
2018,A455,,,
2018,A456,,,
2018,A457,,,
2018,A458,,,
2018,A459,,,
2018,A460,,,
2018,A461,,,
2018,A462,,,
2018,A463,,,
2018,A464,,,
2018,A465,,,
2018,A466,,,
2018,A467,,,
2018,A468,,,
2018,A469,,,
2018,A470,,,
2018,A471,,,
2018,A472,,,
2018,A473,,,
2018,A474,,,
2018,A475,,,
2018,A476,,,
2018,A477,,,
2018,A478,,,
2018,A479,,,
2018,A480,,,
2018,A481,,,
2018,A482,,,
2018,A483,,,
2018,A484,,,
2018,A485,,,
2018,A486,,,
2018,A487,,,
2018,A488,,,
2018,A489,,,
2018,A490,,,
2018,A491,,,
2018,A492,,,
2018,A493,,,
2018,A494,,,
2018,A495,,,
2018,A496,,,
2018,A497,,,
2018,A498,,,
2018,A499,,,
2018,A500,,,
2018,A501,,,
2018,A502,,,
2018,A503,,,
2018,A504,,,
2018,A505,,,
2018,A506,,,
2018,A507,,,
2018,A508,,,
2018,A509,,,
2018,A510,,,
2018,A511,,,
2018,A512,,,
2018,A513,,,
2018,A514,,,
2018,A515,,,
2018,A516,,,
2018,A517,,,
2018,A518,,,
2018,A519,,,
2018,A520,,,
2018,A521,,,
2018,A522,,,
2018,A523,,,
2018,A524,,,
2018,A525,,,
2018,A526,,,
2018,A527,,,
2018,A528,,,
2018,A529,,,
2018,A530,,,
2018,A531,,,
2018,A532,,,
2018,A533,,,
2018,A534,,,
2018,A535,,,
2018,A536,,,
2018,A537,,,
2018,A538,,,
2018,A539,,,
2018,A540,,,
2018,A541,,,
2018,A542,,,
2018,A543,,,
2018,A544,,,
2018,A545,,,
2018,A546,,,
2018,A547,,,
2018,A548,,,
2018,A549,,,
2018,A550,,,
2018,A551,,,
2018,A552,,,
2018,A553,,,
2018,A554,,,
2018,A555,,,
2018,A556,,,
2018,A557,,,
2018,A558,,,
2018,A559,,,
2018,A560,,,
2018,A561,,,
2018,A562,,,
2018,A563,,,
2018,A564,,,
2018,A565,,,
2018,A566,,,
2018,A567,,,
2018,A568,,,
2018,A569,,,
2018,A570,,,
2018,A571,,,
2018,A572,,,
2018,A573,,,
2018,A574,,,
2018,A575,,,
2018,A576,,,
2018,A577,,,
2018,A578,,,
2018,A579,,,
2018,A580,,,
2018,A581,,,
2018,A582,,,
2018,A583,,,
2018,A584,,,
2018,A585,,,
2018,A586,,,
2018,A587,,,
2018,A588,,,
2018,,,Ukraine,
2018,,,autonomous_Republic_of_Crimea,
2018,,,11_reg_Vinnytsya,
2018,,,12_reg_Volyn,
2018,,,13_reg_Dnipropetrovsk,
2018,,,14_reg_Donetsk,
2018,,,15_reg_Zhytomyr,
2018,,,16_reg_Zakarpattya,
2018,,,17_reg_Zaporizhzhya,
2018,,,18_reg_Ivano-Frankivsk,
2018,,,19_reg_Kyiv,
2018,,,20_reg_Kirovohrad,
2018,,,21_reg_Luhansk,
2018,,,22_reg_Lviv,
2018,,,23_reg_Mykolayiv,
2018,,,24_reg_Odesa,
2018,,,25_reg_Poltava,
2018,,,26_reg_Rivne,
2018,,,27_reg_Sumy,
2018,,,28_reg_Ternopil,
2018,,,29_reg_Kharkiv,
2018,,,30_reg_Kherson,
2018,,,31_reg_Khmelnytskiy,
2018,,,32_reg_Cherkasy,
2018,,,33_reg_Chernivtsi,
2018,,,34_reg_Chernihiv,
2018,,,35_reg_Kyiv_city,
2018,,,city_Sevastopol,
2018,,,city_Sevastopol,
2019,A01,,,
2019,A02,,,
2019,A03,,,
2019,A04,,,
2019,A05,,,
2019,A06,,,
2019,A07,,,
2019,A08,,,
2019,A09,,,
2019,A10,,,
2019,A11,,,
2019,A12,,,
2019,A13,,,
2019,A14,,,
2019,A15,,,
2019,A16,,,
2019,A17,,,
2019,A18,,,
2019,A19,,,
2019,A20,,,
2019,A21,,,
2019,A22,,,
2019,A23,,,
2019,A24,,,
2019,A25,,,
2019,A26,,,
2019,A27,,,
2019,A28,,,
2019,A29,,,
2019,A30,,,
2019,A31,,,
2019,A32,,,
2019,A33,,,
2019,A34,,,
2019,A35,,,
2019,A36,,,
2019,A37,,,
2019,A38,,,
2019,A39,,,
2019,A40,,,
2019,A41,,,
2019,A42,,,
2019,A43,,,
2019,A44,,,
2019,A45,,,
2019,A46,,,
2019,A47,,,
2019,A48,,,
2019,A49,,,
2019,A50,,,
2019,A51,,,
2019,A52,,,
2019,A53,,,
2019,A54,,,
2019,A55,,,
2019,A56,,,
2019,A57,,,
2019,A58,,,
2019,A59,,,
2019,A60,,,
2019,A61,,,
2019,A62,,,
2019,A63,,,
2019,A64,,,
2019,A65,,,
2019,A66,,,
2019,A67,,,
2019,A68,,,
2019,A69,,,
2019,A70,,,
2019,A71,,,
2019,A72,,,
2019,A73,,,
2019,A74,,,
2019,A75,,,
2019,A76,,,
2019,A77,,,
2019,A78,,,
2019,A79,,,
2019,A80,,,
2019,A81,,,
2019,A82,,,
2019,A83,,,
2019,A84,,,
2019,A85,,,
2019,A86,,,
2019,A87,,,
2019,A88,,,
2019,A89,,,
2019,A90,,,
2019,A91,,,
2019,A92,,,
2019,A93,,,
2019,A94,,,
2019,A95,,,
2019,A96,,,
2019,A97,,,
2019,A98,,,
2019,A99,,,
2019,A100,,,
2019,A101,,,
2019,A102,,,
2019,A103,,,
2019,A104,,,
2019,A105,,,
2019,A106,,,
2019,A107,,,
2019,A108,,,
2019,A109,,,
2019,A110,,,
2019,A111,,,
2019,A112,,,
2019,A113,,,
2019,A114,,,
2019,A115,,,
2019,A116,,,
2019,A117,,,
2019,A118,,,
2019,A119,,,
2019,A120,,,
2019,A121,,,
2019,A122,,,
2019,A123,,,
2019,A124,,,
2019,A125,,,
2019,A126,,,
2019,A127,,,
2019,A128,,,
2019,A129,,,
2019,A130,,,
2019,A131,,,
2019,A132,,,
2019,A133,,,
2019,A134,,,
2019,A135,,,
2019,A136,,,
2019,A137,,,
2019,A138,,,
2019,A139,,,
2019,A140,,,
2019,A141,,,
2019,A142,,,
2019,A143,,,
2019,A144,,,
2019,A145,,,
2019,A146,,,
2019,A147,,,
2019,A148,,,
2019,A149,,,
2019,A150,,,
2019,A151,,,
2019,A152,,,
2019,A153,,,
2019,A154,,,
2019,A155,,,
2019,A156,,,
2019,A157,,,
2019,A158,,,
2019,A159,,,
2019,A160,,,
2019,A161,,,
2019,A162,,,
2019,A163,,,
2019,A164,,,
2019,A165,,,
2019,A166,,,
2019,A167,,,
2019,A168,,,
2019,A169,,,
2019,A170,,,
2019,A171,,,
2019,A172,,,
2019,A173,,,
2019,A174,,,
2019,A175,,,
2019,A176,,,
2019,A177,,,
2019,A178,,,
2019,A179,,,
2019,A180,,,
2019,A181,,,
2019,A182,,,
2019,A183,,,
2019,A184,,,
2019,A185,,,
2019,A186,,,
2019,A187,,,
2019,A188,,,
2019,A189,,,
2019,A190,,,
2019,A191,,,
2019,A192,,,
2019,A193,,,
2019,A194,,,
2019,A195,,,
2019,A196,,,
2019,A197,,,
2019,A198,,,
2019,A199,,,
2019,A200,,,
2019,A201,,,
2019,A202,,,
2019,A203,,,
2019,A204,,,
2019,A205,,,
2019,A206,,,
2019,A207,,,
2019,A208,,,
2019,A209,,,
2019,A210,,,
2019,A211,,,
2019,A212,,,
2019,A213,,,
2019,A214,,,
2019,A215,,,
2019,A216,,,
2019,A217,,,
2019,A218,,,
2019,A219,,,
2019,A220,,,
2019,A221,,,
2019,A222,,,
2019,A223,,,
2019,A224,,,
2019,A225,,,
2019,A226,,,
2019,A227,,,
2019,A228,,,
2019,A229,,,
2019,A230,,,
2019,A231,,,
2019,A232,,,
2019,A233,,,
2019,A234,,,
2019,A235,,,
2019,A236,,,
2019,A237,,,
2019,A238,,,
2019,A239,,,
2019,A240,,,
2019,A241,,,
2019,A242,,,
2019,A243,,,
2019,A244,,,
2019,A245,,,
2019,A246,,,
2019,A247,,,
2019,A248,,,
2019,A249,,,
2019,A250,,,
2019,A251,,,
2019,A252,,,
2019,A253,,,
2019,A254,,,
2019,A255,,,
2019,A256,,,
2019,A257,,,
2019,A258,,,
2019,A259,,,
2019,A260,,,
2019,A261,,,
2019,A262,,,
2019,A263,,,
2019,A264,,,
2019,A265,,,
2019,A266,,,
2019,A267,,,
2019,A268,,,
2019,A269,,,
2019,A270,,,
2019,A271,,,
2019,A272,,,
2019,A273,,,
2019,A274,,,
2019,A275,,,
2019,A276,,,
2019,A277,,,
2019,A278,,,
2019,A279,,,
2019,A280,,,
2019,A281,,,
2019,A282,,,
2019,A283,,,
2019,A284,,,
2019,A285,,,
2019,A286,,,
2019,A287,,,
2019,A288,,,
2019,A289,,,
2019,A290,,,
2019,A291,,,
2019,A292,,,
2019,A293,,,
2019,A294,,,
2019,A295,,,
2019,A296,,,
2019,A297,,,
2019,A298,,,
2019,A299,,,
2019,A300,,,
2019,A301,,,
2019,A302,,,
2019,A303,,,
2019,A304,,,
2019,A305,,,
2019,A306,,,
2019,A307,,,
2019,A308,,,
2019,A309,,,
2019,A310,,,
2019,A311,,,
2019,A312,,,
2019,A313,,,
2019,A314,,,
2019,A315,,,
2019,A316,,,
2019,A317,,,
2019,A318,,,
2019,A319,,,
2019,A320,,,
2019,A321,,,
2019,A322,,,
2019,A323,,,
2019,A324,,,
2019,A325,,,
2019,A326,,,
2019,A327,,,
2019,A328,,,
2019,A329,,,
2019,A330,,,
2019,A331,,,
2019,A332,,,
2019,A333,,,
2019,A334,,,
2019,A335,,,
2019,A336,,,
2019,A337,,,
2019,A338,,,
2019,A339,,,
2019,A340,,,
2019,A341,,,
2019,A342,,,
2019,A343,,,
2019,A344,,,
2019,A345,,,
2019,A346,,,
2019,A347,,,
2019,A348,,,
2019,A349,,,
2019,A350,,,
2019,A351,,,
2019,A352,,,
2019,A353,,,
2019,A354,,,
2019,A355,,,
2019,A356,,,
2019,A357,,,
2019,A358,,,
2019,A359,,,
2019,A360,,,
2019,A361,,,
2019,A362,,,
2019,A363,,,
2019,A364,,,
2019,A365,,,
2019,A366,,,
2019,A367,,,
2019,A368,,,
2019,A369,,,
2019,A370,,,
2019,A371,,,
2019,A372,,,
2019,A373,,,
2019,A374,,,
2019,A375,,,
2019,A376,,,
2019,A377,,,
2019,A378,,,
2019,A379,,,
2019,A380,,,
2019,A381,,,
2019,A382,,,
2019,A383,,,
2019,A384,,,
2019,A385,,,
2019,A386,,,
2019,A387,,,
2019,A388,,,
2019,A389,,,
2019,A390,,,
2019,A391,,,
2019,A392,,,
2019,A393,,,
2019,A394,,,
2019,A395,,,
2019,A396,,,
2019,A397,,,
2019,A398,,,
2019,A399,,,
2019,A400,,,
2019,A401,,,
2019,A402,,,
2019,A403,,,
2019,A404,,,
2019,A405,,,
2019,A406,,,
2019,A407,,,
2019,A408,,,
2019,A409,,,
2019,A410,,,
2019,A411,,,
2019,A412,,,
2019,A413,,,
2019,A414,,,
2019,A415,,,
2019,A416,,,
2019,A417,,,
2019,A418,,,
2019,A419,,,
2019,A420,,,
2019,A421,,,
2019,A422,,,
2019,A423,,,
2019,A424,,,
2019,A425,,,
2019,A426,,,
2019,A427,,,
2019,A428,,,
2019,A429,,,
2019,A430,,,
2019,A431,,,
2019,A432,,,
2019,A433,,,
2019,A434,,,
2019,A435,,,
2019,A436,,,
2019,A437,,,
2019,A438,,,
2019,A439,,,
2019,A440,,,
2019,A441,,,
2019,A442,,,
2019,A443,,,
2019,A444,,,
2019,A445,,,
2019,A446,,,
2019,A447,,,
2019,A448,,,
2019,A449,,,
2019,A450,,,
2019,A451,,,
2019,A452,,,
2019,A453,,,
2019,A454,,,
2019,A455,,,
2019,A456,,,
2019,A457,,,
2019,A458,,,
2019,A459,,,
2019,A460,,,
2019,A461,,,
2019,A462,,,
2019,A463,,,
2019,A464,,,
2019,A465,,,
2019,A466,,,
2019,A467,,,
2019,A468,,,
2019,A469,,,
2019,A470,,,
2019,A471,,,
2019,A472,,,
2019,A473,,,
2019,A474,,,
2019,A475,,,
2019,A476,,,
2019,A477,,,
2019,A478,,,
2019,A479,,,
2019,A480,,,
2019,A481,,,
2019,A482,,,
2019,A483,,,
2019,A484,,,
2019,A485,,,
2019,A486,,,
2019,A487,,,
2019,A488,,,
2019,A489,,,
2019,A490,,,
2019,A491,,,
2019,A492,,,
2019,A493,,,
2019,A494,,,
2019,A495,,,
2019,A496,,,
2019,A497,,,
2019,A498,,,
2019,A499,,,
2019,A500,,,
2019,A501,,,
2019,A502,,,
2019,A503,,,
2019,A504,,,
2019,A505,,,
2019,A506,,,
2019,A507,,,
2019,A508,,,
2019,A509,,,
2019,A510,,,
2019,A511,,,
2019,A512,,,
2019,A513,,,
2019,A514,,,
2019,A515,,,
2019,A516,,,
2019,A517,,,
2019,A518,,,
2019,A519,,,
2019,A520,,,
2019,A521,,,
2019,A522,,,
2019,A523,,,
2019,A524,,,
2019,A525,,,
2019,A526,,,
2019,A527,,,
2019,A528,,,
2019,A529,,,
2019,A530,,,
2019,A531,,,
2019,A532,,,
2019,A533,,,
2019,A534,,,
2019,A535,,,
2019,A536,,,
2019,A537,,,
2019,A538,,,
2019,A539,,,
2019,A540,,,
2019,A541,,,
2019,A542,,,
2019,A543,,,
2019,A544,,,
2019,A545,,,
2019,A546,,,
2019,A547,,,
2019,A548,,,
2019,A549,,,
2019,A550,,,
2019,A551,,,
2019,A552,,,
2019,A553,,,
2019,A554,,,
2019,A555,,,
2019,A556,,,
2019,A557,,,
2019,A558,,,
2019,A559,,,
2019,A560,,,
2019,A561,,,
2019,A562,,,
2019,A563,,,
2019,A564,,,
2019,A565,,,
2019,A566,,,
2019,A567,,,
2019,A568,,,
2019,A569,,,
2019,A570,,,
2019,A571,,,
2019,A572,,,
2019,A573,,,
2019,A574,,,
2019,A575,,,
2019,A576,,,
2019,A577,,,
2019,A578,,,
2019,A579,,,
2019,A580,,,
2019,A581,,,
2019,A582,,,
2019,A583,,,
2019,A584,,,
2019,A585,,,
2019,A586,,,
2019,A587,,,
2019,A588,,,
2019,,,Ukraine,
2019,,,autonomous_Republic_of_Crimea,
2019,,,11_reg_Vinnytsya,
2019,,,12_reg_Volyn,
2019,,,13_reg_Dnipropetrovsk,
2019,,,14_reg_Donetsk,
2019,,,15_reg_Zhytomyr,
2019,,,16_reg_Zakarpattya,
2019,,,17_reg_Zaporizhzhya,
2019,,,18_reg_Ivano-Frankivsk,
2019,,,19_reg_Kyiv,
2019,,,20_reg_Kirovohrad,
2019,,,21_reg_Luhansk,
2019,,,22_reg_Lviv,
2019,,,23_reg_Mykolayiv,
2019,,,24_reg_Odesa,
2019,,,25_reg_Poltava,
2019,,,26_reg_Rivne,
2019,,,27_reg_Sumy,
2019,,,28_reg_Ternopil,
2019,,,29_reg_Kharkiv,
2019,,,30_reg_Kherson,
2019,,,31_reg_Khmelnytskiy,
2019,,,32_reg_Cherkasy,
2019,,,33_reg_Chernivtsi,
2019,,,34_reg_Chernihiv,
2019,,,35_reg_Kyiv_city,
2019,,,city_Sevastopol,
2020,A01,,,
2020,A02,,,
2020,A03,,,
2020,A04,,,
2020,A05,,,
2020,A06,,,
2020,A07,,,
2020,A08,,,
2020,A09,,,
2020,A10,,,
2020,A11,,,
2020,A12,,,
2020,A13,,,
2020,A14,,,
2020,A15,,,
2020,A16,,,
2020,A17,,,
2020,A18,,,
2020,A19,,,
2020,A20,,,
2020,A21,,,
2020,A22,,,
2020,A23,,,
2020,A24,,,
2020,A25,,,
2020,A26,,,
2020,A27,,,
2020,A28,,,
2020,A29,,,
2020,A30,,,
2020,A31,,,
2020,A32,,,
2020,A33,,,
2020,A34,,,
2020,A35,,,
2020,A36,,,
2020,A37,,,
2020,A38,,,
2020,A39,,,
2020,A40,,,
2020,A41,,,
2020,A42,,,
2020,A43,,,
2020,A44,,,
2020,A45,,,
2020,A46,,,
2020,A47,,,
2020,A48,,,
2020,A49,,,
2020,A50,,,
2020,A51,,,
2020,A52,,,
2020,A53,,,
2020,A54,,,
2020,A55,,,
2020,A56,,,
2020,A57,,,
2020,A58,,,
2020,A59,,,
2020,A60,,,
2020,A61,,,
2020,A62,,,
2020,A63,,,
2020,A64,,,
2020,A65,,,
2020,A66,,,
2020,A67,,,
2020,A68,,,
2020,A69,,,
2020,A70,,,
2020,A71,,,
2020,A72,,,
2020,A73,,,
2020,A74,,,
2020,A75,,,
2020,A76,,,
2020,A77,,,
2020,A78,,,
2020,A79,,,
2020,A80,,,
2020,A81,,,
2020,A82,,,
2020,A83,,,
2020,A84,,,
2020,A85,,,
2020,A86,,,
2020,A87,,,
2020,A88,,,
2020,A89,,,
2020,A90,,,
2020,A91,,,
2020,A92,,,
2020,A93,,,
2020,A94,,,
2020,A95,,,
2020,A96,,,
2020,A97,,,
2020,A98,,,
2020,A99,,,
2020,A100,,,
2020,A101,,,
2020,A102,,,
2020,A103,,,
2020,A104,,,
2020,A105,,,
2020,A106,,,
2020,A107,,,
2020,A108,,,
2020,A109,,,
2020,A110,,,
2020,A111,,,
2020,A112,,,
2020,A113,,,
2020,A114,,,
2020,A115,,,
2020,A116,,,
2020,A117,,,
2020,A118,,,
2020,A119,,,
2020,A120,,,
2020,A121,,,
2020,A122,,,
2020,A123,,,
2020,A124,,,
2020,A125,,,
2020,A126,,,
2020,A127,,,
2020,A128,,,
2020,A129,,,
2020,A130,,,
2020,A131,,,
2020,A132,,,
2020,A133,,,
2020,A134,,,
2020,A135,,,
2020,A136,,,
2020,A137,,,
2020,A138,,,
2020,A139,,,
2020,A140,,,
2020,A141,,,
2020,A142,,,
2020,A143,,,
2020,A144,,,
2020,A145,,,
2020,A146,,,
2020,A147,,,
2020,A148,,,
2020,A149,,,
2020,A150,,,
2020,A151,,,
2020,A152,,,
2020,A153,,,
2020,A154,,,
2020,A155,,,
2020,A156,,,
2020,A157,,,
2020,A158,,,
2020,A159,,,
2020,A160,,,
2020,A161,,,
2020,A162,,,
2020,A163,,,
2020,A164,,,
2020,A165,,,
2020,A166,,,
2020,A167,,,
2020,A168,,,
2020,A169,,,
2020,A170,,,
2020,A171,,,
2020,A172,,,
2020,A173,,,
2020,A174,,,
2020,A175,,,
2020,A176,,,
2020,A177,,,
2020,A178,,,
2020,A179,,,
2020,A180,,,
2020,A181,,,
2020,A182,,,
2020,A183,,,
2020,A184,,,
2020,A185,,,
2020,A186,,,
2020,A187,,,
2020,A188,,,
2020,A189,,,
2020,A190,,,
2020,A191,,,
2020,A192,,,
2020,A193,,,
2020,A194,,,
2020,A195,,,
2020,A196,,,
2020,A197,,,
2020,A198,,,
2020,A199,,,
2020,A200,,,
2020,A201,,,
2020,A202,,,
2020,A203,,,
2020,A204,,,
2020,A205,,,
2020,A206,,,
2020,A207,,,
2020,A208,,,
2020,A209,,,
2020,A210,,,
2020,A211,,,
2020,A212,,,
2020,A213,,,
2020,A214,,,
2020,A215,,,
2020,A216,,,
2020,A217,,,
2020,A218,,,
2020,A219,,,
2020,A220,,,
2020,A221,,,
2020,A222,,,
2020,A223,,,
2020,A224,,,
2020,A225,,,
2020,A226,,,
2020,A227,,,
2020,A228,,,
2020,A229,,,
2020,A230,,,
2020,A231,,,
2020,A232,,,
2020,A233,,,
2020,A234,,,
2020,A235,,,
2020,A236,,,
2020,A237,,,
2020,A238,,,
2020,A239,,,
2020,A240,,,
2020,A241,,,
2020,A242,,,
2020,A243,,,
2020,A244,,,
2020,A245,,,
2020,A246,,,
2020,A247,,,
2020,A248,,,
2020,A249,,,
2020,A250,,,
2020,A251,,,
2020,A252,,,
2020,A253,,,
2020,A254,,,
2020,A255,,,
2020,A256,,,
2020,A257,,,
2020,A258,,,
2020,A259,,,
2020,A260,,,
2020,A261,,,
2020,A262,,,
2020,A263,,,
2020,A264,,,
2020,A265,,,
2020,A266,,,
2020,A267,,,
2020,A268,,,
2020,A269,,,
2020,A270,,,
2020,A271,,,
2020,A272,,,
2020,A273,,,
2020,A274,,,
2020,A275,,,
2020,A276,,,
2020,A277,,,
2020,A278,,,
2020,A279,,,
2020,A280,,,
2020,A281,,,
2020,A282,,,
2020,A283,,,
2020,A284,,,
2020,A285,,,
2020,A286,,,
2020,A287,,,
2020,A288,,,
2020,A289,,,
2020,A290,,,
2020,A291,,,
2020,A292,,,
2020,A293,,,
2020,A294,,,
2020,A295,,,
2020,A296,,,
2020,A297,,,
2020,A298,,,
2020,A299,,,
2020,A300,,,
2020,A301,,,
2020,A302,,,
2020,A303,,,
2020,A304,,,
2020,A305,,,
2020,A306,,,
2020,A307,,,
2020,A308,,,
2020,A309,,,
2020,A310,,,
2020,A311,,,
2020,A312,,,
2020,A313,,,
2020,A314,,,
2020,A315,,,
2020,A316,,,
2020,A317,,,
2020,A318,,,
2020,A319,,,
2020,A320,,,
2020,A321,,,
2020,A322,,,
2020,A323,,,
2020,A324,,,
2020,A325,,,
2020,A326,,,
2020,A327,,,
2020,A328,,,
2020,A329,,,
2020,A330,,,
2020,A331,,,
2020,A332,,,
2020,A333,,,
2020,A334,,,
2020,A335,,,
2020,A336,,,
2020,A337,,,
2020,A338,,,
2020,A339,,,
2020,A340,,,
2020,A341,,,
2020,A342,,,
2020,A343,,,
2020,A344,,,
2020,A345,,,
2020,A346,,,
2020,A347,,,
2020,A348,,,
2020,A349,,,
2020,A350,,,
2020,A351,,,
2020,A352,,,
2020,A353,,,
2020,A354,,,
2020,A355,,,
2020,A356,,,
2020,A357,,,
2020,A358,,,
2020,A359,,,
2020,A360,,,
2020,A361,,,
2020,A362,,,
2020,A363,,,
2020,A364,,,
2020,A365,,,
2020,A366,,,
2020,A367,,,
2020,A368,,,
2020,A369,,,
2020,A370,,,
2020,A371,,,
2020,A372,,,
2020,A373,,,
2020,A374,,,
2020,A375,,,
2020,A376,,,
2020,A377,,,
2020,A378,,,
2020,A379,,,
2020,A380,,,
2020,A381,,,
2020,A382,,,
2020,A383,,,
2020,A384,,,
2020,A385,,,
2020,A386,,,
2020,A387,,,
2020,A388,,,
2020,A389,,,
2020,A390,,,
2020,A391,,,
2020,A392,,,
2020,A393,,,
2020,A394,,,
2020,A395,,,
2020,A396,,,
2020,A397,,,
2020,A398,,,
2020,A399,,,
2020,A400,,,
2020,A401,,,
2020,A402,,,
2020,A403,,,
2020,A404,,,
2020,A405,,,
2020,A406,,,
2020,A407,,,
2020,A408,,,
2020,A409,,,
2020,A410,,,
2020,A411,,,
2020,A412,,,
2020,A413,,,
2020,A414,,,
2020,A415,,,
2020,A416,,,
2020,A417,,,
2020,A418,,,
2020,A419,,,
2020,A420,,,
2020,A421,,,
2020,A422,,,
2020,A423,,,
2020,A424,,,
2020,A425,,,
2020,A426,,,
2020,A427,,,
2020,A428,,,
2020,A429,,,
2020,A430,,,
2020,A431,,,
2020,A432,,,
2020,A433,,,
2020,A434,,,
2020,A435,,,
2020,A436,,,
2020,A437,,,
2020,A438,,,
2020,A439,,,
2020,A440,,,
2020,A441,,,
2020,A442,,,
2020,A443,,,
2020,A444,,,
2020,A445,,,
2020,A446,,,
2020,A447,,,
2020,A448,,,
2020,A449,,,
2020,A450,,,
2020,A451,,,
2020,A452,,,
2020,A453,,,
2020,A454,,,
2020,A455,,,
2020,A456,,,
2020,A457,,,
2020,A458,,,
2020,A459,,,
2020,A460,,,
2020,A461,,,
2020,A462,,,
2020,A463,,,
2020,A464,,,
2020,A465,,,
2020,A466,,,
2020,A467,,,
2020,A468,,,
2020,A469,,,
2020,A470,,,
2020,A471,,,
2020,A472,,,
2020,A473,,,
2020,A474,,,
2020,A475,,,
2020,A476,,,
2020,A477,,,
2020,A478,,,
2020,A479,,,
2020,A480,,,
2020,A481,,,
2020,A482,,,
2020,A483,,,
2020,A484,,,
2020,A485,,,
2020,A486,,,
2020,A487,,,
2020,A488,,,
2020,A489,,,
2020,A490,,,
2020,A491,,,
2020,A492,,,
2020,A493,,,
2020,A494,,,
2020,A495,,,
2020,A496,,,
2020,A497,,,
2020,A498,,,
2020,A499,,,
2020,A500,,,
2020,A501,,,
2020,A502,,,
2020,A503,,,
2020,A504,,,
2020,A505,,,
2020,A506,,,
2020,A507,,,
2020,A508,,,
2020,A509,,,
2020,A510,,,
2020,A511,,,
2020,A512,,,
2020,A513,,,
2020,A514,,,
2020,A515,,,
2020,A516,,,
2020,A517,,,
2020,A518,,,
2020,A519,,,
2020,A520,,,
2020,A521,,,
2020,A522,,,
2020,A523,,,
2020,A524,,,
2020,A525,,,
2020,A526,,,
2020,A527,,,
